episode_id,state,component_w_state,component_r_state,component_m_state,component_o_state,component_t_state,resolved_m,governance_enabled,expected_rule_ids,selected_rule_ids,fired_rule_ids,advisory_record_count,advisory_conclusion_types,A_AI,F1_violation,F2_violation,F3_mismatch,configuration_failure,evaluation_failure
B5-CA-wSA-rCA-mCA-oEX-tSA-rmadvisory,CAUTION,SAFE,CAUTION,CAUTION,EXCLUDED,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-003""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mCA-oEX-tEX-rmnull,CAUTION,SAFE,CAUTION,CAUTION,EXCLUDED,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-003""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mCA-oEX-tEX-rmadvisory,CAUTION,SAFE,CAUTION,CAUTION,EXCLUDED,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-003""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mEX-oSA-tSA-rmnull,CAUTION,SAFE,CAUTION,EXCLUDED,SAFE,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-003""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mEX-oSA-tSA-rmadvisory,CAUTION,SAFE,CAUTION,EXCLUDED,SAFE,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-003""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mEX-oSA-tEX-rmnull,CAUTION,SAFE,CAUTION,EXCLUDED,SAFE,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-003""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mEX-oSA-tEX-rmadvisory,CAUTION,SAFE,CAUTION,EXCLUDED,SAFE,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-003""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mEX-oCA-tSA-rmnull,CAUTION,SAFE,CAUTION,EXCLUDED,CAUTION,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002"", ""R-CAUTION-003""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mEX-oCA-tSA-rmadvisory,CAUTION,SAFE,CAUTION,EXCLUDED,CAUTION,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003""]",3,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mEX-oCA-tEX-rmnull,CAUTION,SAFE,CAUTION,EXCLUDED,CAUTION,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002"", ""R-CAUTION-003""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mEX-oCA-tEX-rmadvisory,CAUTION,SAFE,CAUTION,EXCLUDED,CAUTION,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003""]",3,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mEX-oEX-tSA-rmnull,CAUTION,SAFE,CAUTION,EXCLUDED,EXCLUDED,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-003""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mEX-oEX-tSA-rmadvisory,CAUTION,SAFE,CAUTION,EXCLUDED,EXCLUDED,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-003""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mEX-oEX-tEX-rmnull,CAUTION,SAFE,CAUTION,EXCLUDED,EXCLUDED,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-003""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rCA-mEX-oEX-tEX-rmadvisory,CAUTION,SAFE,CAUTION,EXCLUDED,EXCLUDED,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-003""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rEX-mSA-oCA-tSA-rmnull,CAUTION,SAFE,EXCLUDED,SAFE,CAUTION,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rEX-mSA-oCA-tSA-rmadvisory,CAUTION,SAFE,EXCLUDED,SAFE,CAUTION,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rEX-mSA-oCA-tEX-rmnull,CAUTION,SAFE,EXCLUDED,SAFE,CAUTION,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rEX-mSA-oCA-tEX-rmadvisory,CAUTION,SAFE,EXCLUDED,SAFE,CAUTION,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rEX-mCA-oSA-tSA-rmnull,CAUTION,SAFE,EXCLUDED,CAUTION,SAFE,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]",[],0,[],"[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rEX-mCA-oSA-tSA-rmadvisory,CAUTION,SAFE,EXCLUDED,CAUTION,SAFE,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rEX-mCA-oSA-tEX-rmnull,CAUTION,SAFE,EXCLUDED,CAUTION,SAFE,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]",[],0,[],"[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rEX-mCA-oSA-tEX-rmadvisory,CAUTION,SAFE,EXCLUDED,CAUTION,SAFE,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rEX-mCA-oCA-tSA-rmnull,CAUTION,SAFE,EXCLUDED,CAUTION,CAUTION,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rEX-mCA-oCA-tSA-rmadvisory,CAUTION,SAFE,EXCLUDED,CAUTION,CAUTION,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rEX-mCA-oCA-tEX-rmnull,CAUTION,SAFE,EXCLUDED,CAUTION,CAUTION,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rEX-mCA-oCA-tEX-rmadvisory,CAUTION,SAFE,EXCLUDED,CAUTION,CAUTION,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rEX-mCA-oEX-tSA-rmnull,CAUTION,SAFE,EXCLUDED,CAUTION,EXCLUDED,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]",[],0,[],"[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rEX-mCA-oEX-tSA-rmadvisory,CAUTION,SAFE,EXCLUDED,CAUTION,EXCLUDED,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rEX-mCA-oEX-tEX-rmnull,CAUTION,SAFE,EXCLUDED,CAUTION,EXCLUDED,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]",[],0,[],"[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rEX-mCA-oEX-tEX-rmadvisory,CAUTION,SAFE,EXCLUDED,CAUTION,EXCLUDED,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rEX-mEX-oCA-tSA-rmnull,CAUTION,SAFE,EXCLUDED,EXCLUDED,CAUTION,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rEX-mEX-oCA-tSA-rmadvisory,CAUTION,SAFE,EXCLUDED,EXCLUDED,CAUTION,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rEX-mEX-oCA-tEX-rmnull,CAUTION,SAFE,EXCLUDED,EXCLUDED,CAUTION,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wSA-rEX-mEX-oCA-tEX-rmadvisory,CAUTION,SAFE,EXCLUDED,EXCLUDED,CAUTION,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mSA-oSA-tSA-rmnull,CAUTION,CAUTION,SAFE,SAFE,SAFE,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-004""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mSA-oSA-tSA-rmadvisory,CAUTION,CAUTION,SAFE,SAFE,SAFE,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-004""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mSA-oSA-tEX-rmnull,CAUTION,CAUTION,SAFE,SAFE,SAFE,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-004""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mSA-oSA-tEX-rmadvisory,CAUTION,CAUTION,SAFE,SAFE,SAFE,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-004""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mSA-oCA-tSA-rmnull,CAUTION,CAUTION,SAFE,SAFE,CAUTION,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002"", ""R-CAUTION-004""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mSA-oCA-tSA-rmadvisory,CAUTION,CAUTION,SAFE,SAFE,CAUTION,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-004""]",3,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mSA-oCA-tEX-rmnull,CAUTION,CAUTION,SAFE,SAFE,CAUTION,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002"", ""R-CAUTION-004""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mSA-oCA-tEX-rmadvisory,CAUTION,CAUTION,SAFE,SAFE,CAUTION,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-004""]",3,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mSA-oEX-tSA-rmnull,CAUTION,CAUTION,SAFE,SAFE,EXCLUDED,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-004""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mSA-oEX-tSA-rmadvisory,CAUTION,CAUTION,SAFE,SAFE,EXCLUDED,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-004""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mSA-oEX-tEX-rmnull,CAUTION,CAUTION,SAFE,SAFE,EXCLUDED,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-004""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mSA-oEX-tEX-rmadvisory,CAUTION,CAUTION,SAFE,SAFE,EXCLUDED,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-004""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mCA-oSA-tSA-rmnull,CAUTION,CAUTION,SAFE,CAUTION,SAFE,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-004""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mCA-oSA-tSA-rmadvisory,CAUTION,CAUTION,SAFE,CAUTION,SAFE,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-004""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mCA-oSA-tEX-rmnull,CAUTION,CAUTION,SAFE,CAUTION,SAFE,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-004""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mCA-oSA-tEX-rmadvisory,CAUTION,CAUTION,SAFE,CAUTION,SAFE,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-004""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mCA-oCA-tSA-rmnull,CAUTION,CAUTION,SAFE,CAUTION,CAUTION,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002"", ""R-CAUTION-004""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mCA-oCA-tSA-rmadvisory,CAUTION,CAUTION,SAFE,CAUTION,CAUTION,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-004""]",3,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mCA-oCA-tEX-rmnull,CAUTION,CAUTION,SAFE,CAUTION,CAUTION,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-002"", ""R-CAUTION-004""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mCA-oCA-tEX-rmadvisory,CAUTION,CAUTION,SAFE,CAUTION,CAUTION,EXCLUDED,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-004""]",3,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mCA-oEX-tSA-rmnull,CAUTION,CAUTION,SAFE,CAUTION,EXCLUDED,SAFE,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-004""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mCA-oEX-tSA-rmadvisory,CAUTION,CAUTION,SAFE,CAUTION,EXCLUDED,SAFE,advisory,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-004""]",2,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
B5-CA-wCA-rSA-mCA-oEX-tEX-rmnull,CAUTION,CAUTION,SAFE,CAUTION,EXCLUDED,EXCLUDED,,1,"[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-001"", ""R-CAUTION-002"", ""R-CAUTION-003"", ""R-CAUTION-004""]","[""R-CAUTION-004""]",1,"[""Delay""]","[""Delay"", ""Go""]",False,False,False,False,False
