queue_id,file,section,original_line,value,category,metric_definition,canonical_source,original_status,action,current_text,evidence_note
320,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,440,3.25,prediction value,State/admissible-set characterisation; scope as stated in source text,docs/canonical/report-c8-migration-2026-09-08.md; data/c8/canonical-results-post-migration.txt,stale,changed,"**Method.** Environmental data are drawn from the ERA5 reanalysis archive at the grid cell nearest the deployment site, selected over water rather than land — a distinction that materially affects surface wind and is returned to below. Two configurations are reported throughout, because the wave input proved to be resolution-sensitive and reporting a single figure would conceal that. The **primary** configuration covers the full five years (2020–2024, 43,848 hourly records) with wave height from ERA5-Ocean at approximately 50 km. The **resolution** configuration substitutes the MeteoFrance MFWAM model at approximately 8 km, which is available only from October 2021 and therefore covers 3.25 years (28,501 hours). Neither is presented as the single correct answer: the primary configuration buys record length, the resolution configuration buys spatial fidelity, and the difference between them is itself reported as a result. Predictions were registered before each analysis was run, in machine-comparable form with numeric bounds, so that confirmation or refutation is checked rather than narrated. Twenty-four predictions were registered; twenty-three were confirmed and one refuted.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
321,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,440,"28,501",prediction value,State/admissible-set characterisation; scope as stated in source text,docs/canonical/report-c8-migration-2026-09-08.md; data/c8/canonical-results-post-migration.txt,stale,changed,"**Method.** Environmental data are drawn from the ERA5 reanalysis archive at the grid cell nearest the deployment site, selected over water rather than land — a distinction that materially affects surface wind and is returned to below. Two configurations are reported throughout, because the wave input proved to be resolution-sensitive and reporting a single figure would conceal that. The **primary** configuration covers the full five years (2020–2024, 43,848 hourly records) with wave height from ERA5-Ocean at approximately 50 km. The **resolution** configuration substitutes the MeteoFrance MFWAM model at approximately 8 km, which is available only from October 2021 and therefore covers 3.25 years (28,501 hours). Neither is presented as the single correct answer: the primary configuration buys record length, the resolution configuration buys spatial fidelity, and the difference between them is itself reported as a result. Predictions were registered before each analysis was run, in machine-comparable form with numeric bounds, so that confirmation or refutation is checked rather than narrated. Twenty-four predictions were registered; twenty-three were confirmed and one refuted.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
322,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,442,1,result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/appendix-c-formalisation.md,stale,changed,"**Result 1 — the CAUTION mode is reached, and Level 2 governance binds.** For a small vessel in the 05:00–09:00 departure window, *S* = *CAUTION* in **5.81%** of hours under the primary configuration and **4.48%** under the resolution configuration. In those hours the architecture withholds *DepartureTime* and *Duration* while continuing to supply *Go* and *Delay*. A binary architecture, having no state between participation and withdrawal, supplies the full recommendation set in every one of them. This is the governance difference the architecture exists to produce, expressed as a rate rather than as a design claim.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
323,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,442,2,result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/appendix-c-formalisation.md,stale,changed,"**Result 1 — the CAUTION mode is reached, and Level 2 governance binds.** For a small vessel in the 05:00–09:00 departure window, *S* = *CAUTION* in **5.81%** of hours under the primary configuration and **4.48%** under the resolution configuration. In those hours the architecture withholds *DepartureTime* and *Duration* while continuing to supply *Go* and *Delay*. A binary architecture, having no state between participation and withdrawal, supplies the full recommendation set in every one of them. This is the governance difference the architecture exists to produce, expressed as a rate rather than as a design claim.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
324,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,442,05,result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/appendix-c-formalisation.md,stale,changed,"**Result 1 — the CAUTION mode is reached, and Level 2 governance binds.** For a small vessel in the 05:00–09:00 departure window, *S* = *CAUTION* in **5.81%** of hours under the primary configuration and **4.48%** under the resolution configuration. In those hours the architecture withholds *DepartureTime* and *Duration* while continuing to supply *Go* and *Delay*. A binary architecture, having no state between participation and withdrawal, supplies the full recommendation set in every one of them. This is the governance difference the architecture exists to produce, expressed as a rate rather than as a design claim.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
325,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,442,00,result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/appendix-c-formalisation.md,stale,changed,"**Result 1 — the CAUTION mode is reached, and Level 2 governance binds.** For a small vessel in the 05:00–09:00 departure window, *S* = *CAUTION* in **5.81%** of hours under the primary configuration and **4.48%** under the resolution configuration. In those hours the architecture withholds *DepartureTime* and *Duration* while continuing to supply *Go* and *Delay*. A binary architecture, having no state between participation and withdrawal, supplies the full recommendation set in every one of them. This is the governance difference the architecture exists to produce, expressed as a rate rather than as a design claim.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
326,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,442,09,result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/appendix-c-formalisation.md,stale,changed,"**Result 1 — the CAUTION mode is reached, and Level 2 governance binds.** For a small vessel in the 05:00–09:00 departure window, *S* = *CAUTION* in **5.81%** of hours under the primary configuration and **4.48%** under the resolution configuration. In those hours the architecture withholds *DepartureTime* and *Duration* while continuing to supply *Go* and *Delay*. A binary architecture, having no state between participation and withdrawal, supplies the full recommendation set in every one of them. This is the governance difference the architecture exists to produce, expressed as a rate rather than as a design claim.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
327,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,442,00,result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/appendix-c-formalisation.md,stale,changed,"**Result 1 — the CAUTION mode is reached, and Level 2 governance binds.** For a small vessel in the 05:00–09:00 departure window, *S* = *CAUTION* in **5.81%** of hours under the primary configuration and **4.48%** under the resolution configuration. In those hours the architecture withholds *DepartureTime* and *Duration* while continuing to supply *Go* and *Delay*. A binary architecture, having no state between participation and withdrawal, supplies the full recommendation set in every one of them. This is the governance difference the architecture exists to produce, expressed as a rate rather than as a design claim.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
328,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,442,5.81%,result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/appendix-c-formalisation.md,stale,changed,"**Result 1 — the CAUTION mode is reached, and Level 2 governance binds.** For a small vessel in the 05:00–09:00 departure window, *S* = *CAUTION* in **5.81%** of hours under the primary configuration and **4.48%** under the resolution configuration. In those hours the architecture withholds *DepartureTime* and *Duration* while continuing to supply *Go* and *Delay*. A binary architecture, having no state between participation and withdrawal, supplies the full recommendation set in every one of them. This is the governance difference the architecture exists to produce, expressed as a rate rather than as a design claim.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
329,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,442,4.48%,result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/appendix-c-formalisation.md,stale,changed,"**Result 1 — the CAUTION mode is reached, and Level 2 governance binds.** For a small vessel in the 05:00–09:00 departure window, *S* = *CAUTION* in **5.81%** of hours under the primary configuration and **4.48%** under the resolution configuration. In those hours the architecture withholds *DepartureTime* and *Duration* while continuing to supply *Go* and *Delay*. A binary architecture, having no state between participation and withdrawal, supplies the full recommendation set in every one of them. This is the governance difference the architecture exists to produce, expressed as a rate rather than as a design claim.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
330,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,444,2,result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/appendix-c-formalisation.md,stale,changed,"**Result 2 — the participation gate is reachable by sea state, not only by darkness.** *UNSAFE* occurs in 1,262 daylight hours (5.80%) under the primary configuration and 455 hours (3.23%) under the resolution configuration, where *daylight* is the astronomical interval sunrise ≤ *t* < sunset. Weather-driven classifications account for 10.9% and 6.4% of all *UNSAFE* hours respectively; the remainder is the time-of-day component *g*_t. Both governance states are therefore attainable at the deployment site under conditions the operator would actually encounter, rather than only after dark.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
331,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,444,"1,262",result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/appendix-c-formalisation.md,stale,changed,"**Result 2 — the participation gate is reachable by sea state, not only by darkness.** *UNSAFE* occurs in 1,262 daylight hours (5.80%) under the primary configuration and 455 hours (3.23%) under the resolution configuration, where *daylight* is the astronomical interval sunrise ≤ *t* < sunset. Weather-driven classifications account for 10.9% and 6.4% of all *UNSAFE* hours respectively; the remainder is the time-of-day component *g*_t. Both governance states are therefore attainable at the deployment site under conditions the operator would actually encounter, rather than only after dark.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
332,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,444,5.80%,result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/appendix-c-formalisation.md,stale,changed,"**Result 2 — the participation gate is reachable by sea state, not only by darkness.** *UNSAFE* occurs in 1,262 daylight hours (5.80%) under the primary configuration and 455 hours (3.23%) under the resolution configuration, where *daylight* is the astronomical interval sunrise ≤ *t* < sunset. Weather-driven classifications account for 10.9% and 6.4% of all *UNSAFE* hours respectively; the remainder is the time-of-day component *g*_t. Both governance states are therefore attainable at the deployment site under conditions the operator would actually encounter, rather than only after dark.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
333,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,444,455,result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/appendix-c-formalisation.md,stale,changed,"**Result 2 — the participation gate is reachable by sea state, not only by darkness.** *UNSAFE* occurs in 1,262 daylight hours (5.80%) under the primary configuration and 455 hours (3.23%) under the resolution configuration, where *daylight* is the astronomical interval sunrise ≤ *t* < sunset. Weather-driven classifications account for 10.9% and 6.4% of all *UNSAFE* hours respectively; the remainder is the time-of-day component *g*_t. Both governance states are therefore attainable at the deployment site under conditions the operator would actually encounter, rather than only after dark.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
334,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,444,3.23%,result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/appendix-c-formalisation.md,stale,changed,"**Result 2 — the participation gate is reachable by sea state, not only by darkness.** *UNSAFE* occurs in 1,262 daylight hours (5.80%) under the primary configuration and 455 hours (3.23%) under the resolution configuration, where *daylight* is the astronomical interval sunrise ≤ *t* < sunset. Weather-driven classifications account for 10.9% and 6.4% of all *UNSAFE* hours respectively; the remainder is the time-of-day component *g*_t. Both governance states are therefore attainable at the deployment site under conditions the operator would actually encounter, rather than only after dark.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
335,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,444,10.9%,result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/appendix-c-formalisation.md,stale,changed,"**Result 2 — the participation gate is reachable by sea state, not only by darkness.** *UNSAFE* occurs in 1,262 daylight hours (5.80%) under the primary configuration and 455 hours (3.23%) under the resolution configuration, where *daylight* is the astronomical interval sunrise ≤ *t* < sunset. Weather-driven classifications account for 10.9% and 6.4% of all *UNSAFE* hours respectively; the remainder is the time-of-day component *g*_t. Both governance states are therefore attainable at the deployment site under conditions the operator would actually encounter, rather than only after dark.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
336,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,444,6.4%,result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/appendix-c-formalisation.md,stale,changed,"**Result 2 — the participation gate is reachable by sea state, not only by darkness.** *UNSAFE* occurs in 1,262 daylight hours (5.80%) under the primary configuration and 455 hours (3.23%) under the resolution configuration, where *daylight* is the astronomical interval sunrise ≤ *t* < sunset. Weather-driven classifications account for 10.9% and 6.4% of all *UNSAFE* hours respectively; the remainder is the time-of-day component *g*_t. Both governance states are therefore attainable at the deployment site under conditions the operator would actually encounter, rather than only after dark.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
337,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,446,3,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,"**Result 3 — vessel conditioning is operative.** Small and big vessels receive different classifications in **9.11%** of departure-window hours under the primary configuration (5.86% under the resolution configuration). Under vessel-blind thresholds this figure is zero by construction, so the vessel-conditional form of *g*_o(*o*, *v*) changes governance output rather than only notation.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
338,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,446,9.11%,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,"**Result 3 — vessel conditioning is operative.** Small and big vessels receive different classifications in **9.11%** of departure-window hours under the primary configuration (5.86% under the resolution configuration). Under vessel-blind thresholds this figure is zero by construction, so the vessel-conditional form of *g*_o(*o*, *v*) changes governance output rather than only notation.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
339,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,446,5.86%,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,"**Result 3 — vessel conditioning is operative.** Small and big vessels receive different classifications in **9.11%** of departure-window hours under the primary configuration (5.86% under the resolution configuration). Under vessel-blind thresholds this figure is zero by construction, so the vessel-conditional form of *g*_o(*o*, *v*) changes governance output rather than only notation.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
341,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,454,98.71%,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,| *g*_o (ocean state) | **98.71% / 97.66%** | 18.00% / 12.66% | Binds |,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
342,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,454,97.66%,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,| *g*_o (ocean state) | **98.71% / 97.66%** | 18.00% / 12.66% | Binds |,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
343,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,454,18.00%,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,| *g*_o (ocean state) | **98.71% / 97.66%** | 18.00% / 12.66% | Binds |,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
344,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,454,12.66%,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,| *g*_o (ocean state) | **98.71% / 97.66%** | 18.00% / 12.66% | Binds |,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
345,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,455,0%,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,| *g*_t (time of day) | 0% / 0% — emits no *CAUTION* | **86.82% / 90.19%** | Binds |,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
346,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,455,0%,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,| *g*_t (time of day) | 0% / 0% — emits no *CAUTION* | **86.82% / 90.19%** | Binds |,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
347,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,455,86.82%,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,| *g*_t (time of day) | 0% / 0% — emits no *CAUTION* | **86.82% / 90.19%** | Binds |,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
348,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,455,90.19%,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,| *g*_t (time of day) | 0% / 0% — emits no *CAUTION* | **86.82% / 90.19%** | Binds |,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
349,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,456,1.55%,result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/report-c8-migration-2026-09-08.md; data/c8/canonical-results-post-migration.txt,stale,changed,| *g*_r (rainfall) | 1.55% / 2.99% | 0.19% / 0.24% | Binds |,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
350,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,456,2.99%,result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/report-c8-migration-2026-09-08.md; data/c8/canonical-results-post-migration.txt,stale,changed,| *g*_r (rainfall) | 1.55% / 2.99% | 0.19% / 0.24% | Binds |,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
351,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,456,0.19%,result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/report-c8-migration-2026-09-08.md; data/c8/canonical-results-post-migration.txt,stale,changed,| *g*_r (rainfall) | 1.55% / 2.99% | 0.19% / 0.24% | Binds |,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
352,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,456,0.24%,result,State/admissible-set characterisation; scope as stated in source text,docs/canonical/report-c8-migration-2026-09-08.md; data/c8/canonical-results-post-migration.txt,stale,changed,| *g*_r (rainfall) | 1.55% / 2.99% | 0.19% / 0.24% | Binds |,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
353,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,457,0%,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,"| *g*_w (wind) | 0% / 0% | 0% / 0% | Measured; activates twice in five years, binds never |",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
354,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,457,0%,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,"| *g*_w (wind) | 0% / 0% | 0% / 0% | Measured; activates twice in five years, binds never |",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
355,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,457,0%,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,"| *g*_w (wind) | 0% / 0% | 0% / 0% | Measured; activates twice in five years, binds never |",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
356,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,457,0%,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,"| *g*_w (wind) | 0% / 0% | 0% / 0% | Measured; activates twice in five years, binds never |",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
357,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,458,0%,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,| *g*_m (marine warning) | 0% / 0% | 0% / 0% | **Not measured** — no archive |,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
358,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,458,0%,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,| *g*_m (marine warning) | 0% / 0% | 0% / 0% | **Not measured** — no archive |,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
359,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,458,0%,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,| *g*_m (marine warning) | 0% / 0% | 0% / 0% | **Not measured** — no archive |,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
360,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,458,0%,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,| *g*_m (marine warning) | 0% / 0% | 0% / 0% | **Not measured** — no archive |,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
361,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,460,1,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,"*g*_w never determines a classification, though it is not inactive. MET Malaysia's Category 1 onset is 40 km/h, which is 21.598 kn and is specified here as **21.6 kn** at the resolution of the data. Over five years the sea-cell series crosses that boundary **twice** — 21.8 kn and 21.7 kn — against a five-year maximum of 21.8 kn. On both occasions another component was already at a higher severity (ocean state in one case, time of day in the other), so *g*_w activated without ever determining the classification. The honest statement is that sustained wind reaches the Category 1 criterion roughly once every two and a half years at this site and has never been the governing factor — not that wind is irrelevant to the domain, and not that the component is vacuous.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
362,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,460,40,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,"*g*_w never determines a classification, though it is not inactive. MET Malaysia's Category 1 onset is 40 km/h, which is 21.598 kn and is specified here as **21.6 kn** at the resolution of the data. Over five years the sea-cell series crosses that boundary **twice** — 21.8 kn and 21.7 kn — against a five-year maximum of 21.8 kn. On both occasions another component was already at a higher severity (ocean state in one case, time of day in the other), so *g*_w activated without ever determining the classification. The honest statement is that sustained wind reaches the Category 1 criterion roughly once every two and a half years at this site and has never been the governing factor — not that wind is irrelevant to the domain, and not that the component is vacuous.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
363,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,460,21.598,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,"*g*_w never determines a classification, though it is not inactive. MET Malaysia's Category 1 onset is 40 km/h, which is 21.598 kn and is specified here as **21.6 kn** at the resolution of the data. Over five years the sea-cell series crosses that boundary **twice** — 21.8 kn and 21.7 kn — against a five-year maximum of 21.8 kn. On both occasions another component was already at a higher severity (ocean state in one case, time of day in the other), so *g*_w activated without ever determining the classification. The honest statement is that sustained wind reaches the Category 1 criterion roughly once every two and a half years at this site and has never been the governing factor — not that wind is irrelevant to the domain, and not that the component is vacuous.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
364,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,460,21.6,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,"*g*_w never determines a classification, though it is not inactive. MET Malaysia's Category 1 onset is 40 km/h, which is 21.598 kn and is specified here as **21.6 kn** at the resolution of the data. Over five years the sea-cell series crosses that boundary **twice** — 21.8 kn and 21.7 kn — against a five-year maximum of 21.8 kn. On both occasions another component was already at a higher severity (ocean state in one case, time of day in the other), so *g*_w activated without ever determining the classification. The honest statement is that sustained wind reaches the Category 1 criterion roughly once every two and a half years at this site and has never been the governing factor — not that wind is irrelevant to the domain, and not that the component is vacuous.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
365,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,460,21.8,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,"*g*_w never determines a classification, though it is not inactive. MET Malaysia's Category 1 onset is 40 km/h, which is 21.598 kn and is specified here as **21.6 kn** at the resolution of the data. Over five years the sea-cell series crosses that boundary **twice** — 21.8 kn and 21.7 kn — against a five-year maximum of 21.8 kn. On both occasions another component was already at a higher severity (ocean state in one case, time of day in the other), so *g*_w activated without ever determining the classification. The honest statement is that sustained wind reaches the Category 1 criterion roughly once every two and a half years at this site and has never been the governing factor — not that wind is irrelevant to the domain, and not that the component is vacuous.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
366,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Empirical Characterisation,460,21.7,result,State/admissible-set characterisation; scope as stated in source text,data/c8/canonical-results-post-migration.txt; docs/canonical/report-c8-migration-2026-09-08.md,current,retained,"*g*_w never determines a classification, though it is not inactive. MET Malaysia's Category 1 onset is 40 km/h, which is 21.598 kn and is specified here as **21.6 kn** at the resolution of the data. Over five years the sea-cell series crosses that boundary **twice** — 21.8 kn and 21.7 kn — against a five-year maximum of 21.8 kn. On both occasions another component was already at a higher severity (ocean state in one case, time of day in the other), so *g*_w activated without ever determining the classification. The honest statement is that sustained wind reaches the Category 1 criterion roughly once every two and a half years at this site and has never been the governing factor — not that wind is irrelevant to the domain, and not that the component is vacuous.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
