queue_id,file,section,original_line,value,category,metric_definition,canonical_source,original_status,action,current_text,evidence_note
103,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Methodology,114,3,figure/table value,Literature sample/coding or reported literature quantity,docs/canonical/review-protocol.md; docs/canonical/appendix-c-formalisation.md C.1,current,retained,| Runtime adaptation | Binary (on/off) / Graduated (3+ levels) / None |,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
104,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Overview of Existing Governance Paradigms,122,2,equation constant,"State/gate/set/algorithm notation, not a measured performance claim",docs/canonical/appendix-c-formalisation.md C.2–C.8,current,retained,"The examined frameworks fall into three paradigms: deterministic safety constraints, which provide provable runtime guarantees; authority allocation, which distributes decision rights between human and AI; and adaptive risk-based systems, which vary AI behaviour across graduated operational levels. Across all three, the governance target is participation, authority, or execution, not advisory scope. A fourth body, fisheries AI and low-resource deployment, is reviewed to determine if this pattern holds in the intended domain of deployment. The review process is summarised in Fig. 2.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
105,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Deterministic Safety Constraints: Binary by Construction,126,8,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"Könighofer et al. formalise shields: runtime mechanisms that intercept AI actions before they reach the environment [8]. Dalrymple et al. require formal proof certificates before AI output is deployed [9]. Bajcsy and Fisac adopt a control-theoretic safety filter [10]. The governance topology is the same in all three: the AI either operates within its safety boundary or is replaced, and the object of governance is execution. This structure also appears in constraint-based planning approaches such as Tumato 2.0 [14]. In every case, the semantic content of AI output is not addressed.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
106,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Deterministic Safety Constraints: Binary by Construction,126,9,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"Könighofer et al. formalise shields: runtime mechanisms that intercept AI actions before they reach the environment [8]. Dalrymple et al. require formal proof certificates before AI output is deployed [9]. Bajcsy and Fisac adopt a control-theoretic safety filter [10]. The governance topology is the same in all three: the AI either operates within its safety boundary or is replaced, and the object of governance is execution. This structure also appears in constraint-based planning approaches such as Tumato 2.0 [14]. In every case, the semantic content of AI output is not addressed.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
107,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Deterministic Safety Constraints: Binary by Construction,126,10,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"Könighofer et al. formalise shields: runtime mechanisms that intercept AI actions before they reach the environment [8]. Dalrymple et al. require formal proof certificates before AI output is deployed [9]. Bajcsy and Fisac adopt a control-theoretic safety filter [10]. The governance topology is the same in all three: the AI either operates within its safety boundary or is replaced, and the object of governance is execution. This structure also appears in constraint-based planning approaches such as Tumato 2.0 [14]. In every case, the semantic content of AI output is not addressed.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
108,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Deterministic Safety Constraints: Binary by Construction,126,2.0,identifier,Structural/citation/planning numeral (reviewed in context); not a new empirical result,Document structure / cited-reference context,current,retained,"Könighofer et al. formalise shields: runtime mechanisms that intercept AI actions before they reach the environment [8]. Dalrymple et al. require formal proof certificates before AI output is deployed [9]. Bajcsy and Fisac adopt a control-theoretic safety filter [10]. The governance topology is the same in all three: the AI either operates within its safety boundary or is replaced, and the object of governance is execution. This structure also appears in constraint-based planning approaches such as Tumato 2.0 [14]. In every case, the semantic content of AI output is not addressed.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
109,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Deterministic Safety Constraints: Binary by Construction,126,14,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"Könighofer et al. formalise shields: runtime mechanisms that intercept AI actions before they reach the environment [8]. Dalrymple et al. require formal proof certificates before AI output is deployed [9]. Bajcsy and Fisac adopt a control-theoretic safety filter [10]. The governance topology is the same in all three: the AI either operates within its safety boundary or is replaced, and the object of governance is execution. This structure also appears in constraint-based planning approaches such as Tumato 2.0 [14]. In every case, the semantic content of AI output is not addressed.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
110,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Deterministic Safety Constraints: Binary by Construction,128,2,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,**Fig. 2.** Structured review process showing how four bodies of literature converge on the same gap and motivate the proposed architecture.,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
111,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Deterministic Safety Constraints: Binary by Construction,130,2,identifier,section/table/figure/theorem identifier or planning date,Document structure; not an empirical quantity,current,retained,*[Figure 2 — embedded image in submitted .docx]*,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
112,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,"Authority Allocation: Who Decides, Not What AI May Recommend",134,91,sample size,Literature sample/coding or reported literature quantity,notes/Collaborative Intelligence for Safety-Critical Industries- A Literature Review.md:10,current,retained,"Authority allocation frameworks ask who decides, not what the AI may recommend. Ramos et al., reviewing 91 collaborative intelligence studies, found AI-assisted decision-making dominant across safety-critical industries, but no system varies advisory scope by safety state [11]. Feng et al. propose five levels of autonomy, fixed at design time [12]. Within a cross-domain context, Mussi et al. find all elements of state-conditioned governance across power grids, railway networks and air traffic management, but never assemble these into a runtime model (automation levels are set before deployment and do not change) [30]. As conditions change, the advisory scope does not.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
113,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,"Authority Allocation: Who Decides, Not What AI May Recommend",134,11,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"Authority allocation frameworks ask who decides, not what the AI may recommend. Ramos et al., reviewing 91 collaborative intelligence studies, found AI-assisted decision-making dominant across safety-critical industries, but no system varies advisory scope by safety state [11]. Feng et al. propose five levels of autonomy, fixed at design time [12]. Within a cross-domain context, Mussi et al. find all elements of state-conditioned governance across power grids, railway networks and air traffic management, but never assemble these into a runtime model (automation levels are set before deployment and do not change) [30]. As conditions change, the advisory scope does not.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
114,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,"Authority Allocation: Who Decides, Not What AI May Recommend",134,12,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"Authority allocation frameworks ask who decides, not what the AI may recommend. Ramos et al., reviewing 91 collaborative intelligence studies, found AI-assisted decision-making dominant across safety-critical industries, but no system varies advisory scope by safety state [11]. Feng et al. propose five levels of autonomy, fixed at design time [12]. Within a cross-domain context, Mussi et al. find all elements of state-conditioned governance across power grids, railway networks and air traffic management, but never assemble these into a runtime model (automation levels are set before deployment and do not change) [30]. As conditions change, the advisory scope does not.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
115,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,"Authority Allocation: Who Decides, Not What AI May Recommend",134,30,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"Authority allocation frameworks ask who decides, not what the AI may recommend. Ramos et al., reviewing 91 collaborative intelligence studies, found AI-assisted decision-making dominant across safety-critical industries, but no system varies advisory scope by safety state [11]. Feng et al. propose five levels of autonomy, fixed at design time [12]. Within a cross-domain context, Mussi et al. find all elements of state-conditioned governance across power grids, railway networks and air traffic management, but never assemble these into a runtime model (automation levels are set before deployment and do not change) [30]. As conditions change, the advisory scope does not.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
116,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Adaptive Risk-Based Systems: The Closest Precedents,138,7,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"The adaptive systems literature yields three distinct governance postures. Oversight intensification in Flehmig et al.'s traffic-light degradation index (green/orange/red) triggers progressively intensive supervisory responses by level [7]. The supervisory level of check increases at intermediate orange, but the AI's advisory scope, however, is the same at green and orange. It is the intermediate level that affects the action of the human supervisor, not in the wording of what the AI might say. Kang's GAIE framework cascades code generation across three oversight tiers; at the intermediate tier, a deployment-gate is inserted, and at every tier a broad spectrum of code is generated with no restrictions whatsoever [22].",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
117,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Adaptive Risk-Based Systems: The Closest Precedents,138,22,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"The adaptive systems literature yields three distinct governance postures. Oversight intensification in Flehmig et al.'s traffic-light degradation index (green/orange/red) triggers progressively intensive supervisory responses by level [7]. The supervisory level of check increases at intermediate orange, but the AI's advisory scope, however, is the same at green and orange. It is the intermediate level that affects the action of the human supervisor, not in the wording of what the AI might say. Kang's GAIE framework cascades code generation across three oversight tiers; at the intermediate tier, a deployment-gate is inserted, and at every tier a broad spectrum of code is generated with no restrictions whatsoever [22].",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
118,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Adaptive Risk-Based Systems: The Closest Precedents,140,24,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"In execution deferral and re-sensing, Ghaleb et al.'s three-regime gating wrapper (Safe, Borderline, Unsafe) forces execution slowdown and re-observation at the Borderline regime [24]. The policy's output capability remains uncontracted throughout; at Unsafe, the learned policy is replaced by a classical planner.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
119,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Adaptive Risk-Based Systems: The Closest Precedents,142,23,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"In autonomous action-class restriction, Sahoo's Agentic Military AI Governance Framework regulates tool access across five response levels, deploying a Control Quality Score to respond in real-time; at intermediate levels, the agent is restricted to reversible actions [23]. This is the closest to scope contraction in the reviewed frameworks and is graduated. The difference is the object of governance: an acting autonomous agent, with restriction conditioned on measured control degradation rather than classified environmental state. Equivalently, Baxi's K-tier permission architecture allows for different sets of permissions based on tiers, conditioned on the AI's own verified robustness [13].",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
120,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Adaptive Risk-Based Systems: The Closest Precedents,142,13,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"In autonomous action-class restriction, Sahoo's Agentic Military AI Governance Framework regulates tool access across five response levels, deploying a Control Quality Score to respond in real-time; at intermediate levels, the agent is restricted to reversible actions [23]. This is the closest to scope contraction in the reviewed frameworks and is graduated. The difference is the object of governance: an acting autonomous agent, with restriction conditioned on measured control degradation rather than classified environmental state. Equivalently, Baxi's K-tier permission architecture allows for different sets of permissions based on tiers, conditioned on the AI's own verified robustness [13].",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
121,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,148,17,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,The pattern holds at the application level. None of the fisheries AI systems identified in this review implement formal advisory scope restriction conditioned on environmental state [17]; the only external advisory available to coastal fishers is a binary government warning [16]; and safety governance in low-resource deployment contexts has not been designed from the deployment floor up [15][19].,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
122,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,148,16,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,The pattern holds at the application level. None of the fisheries AI systems identified in this review implement formal advisory scope restriction conditioned on environmental state [17]; the only external advisory available to coastal fishers is a binary government warning [16]; and safety governance in low-resource deployment contexts has not been designed from the deployment floor up [15][19].,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
123,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,148,15,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,The pattern holds at the application level. None of the fisheries AI systems identified in this review implement formal advisory scope restriction conditioned on environmental state [17]; the only external advisory available to coastal fishers is a binary government warning [16]; and safety governance in low-resource deployment contexts has not been designed from the deployment floor up [15][19].,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
124,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,148,19,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,The pattern holds at the application level. None of the fisheries AI systems identified in this review implement formal advisory scope restriction conditioned on environmental state [17]; the only external advisory available to coastal fishers is a binary government warning [16]; and safety governance in low-resource deployment contexts has not been designed from the deployment floor up [15][19].,Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
125,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,150,15,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"The four bodies point in the same direction. Deterministic constraints are binary by construction; authority allocation frameworks fix advisory scope at design time; adaptive risk-based systems apply their intermediate levels to human workflows or execution deferral rather than output scope; and the fisheries and low-resource literature offer no formal concept of runtime governance [15][16][17]. Across all reviewed paradigms, the object of governance differs, but none conditions AI advisory scope on classified environmental safety state.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
126,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,150,16,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"The four bodies point in the same direction. Deterministic constraints are binary by construction; authority allocation frameworks fix advisory scope at design time; adaptive risk-based systems apply their intermediate levels to human workflows or execution deferral rather than output scope; and the fisheries and low-resource literature offer no formal concept of runtime governance [15][16][17]. Across all reviewed paradigms, the object of governance differs, but none conditions AI advisory scope on classified environmental safety state.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
127,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,150,17,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"The four bodies point in the same direction. Deterministic constraints are binary by construction; authority allocation frameworks fix advisory scope at design time; adaptive risk-based systems apply their intermediate levels to human workflows or execution deferral rather than output scope; and the fisheries and low-resource literature offer no formal concept of runtime governance [15][16][17]. Across all reviewed paradigms, the object of governance differs, but none conditions AI advisory scope on classified environmental safety state.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
128,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,152,206,sample size,Literature sample/coding or reported literature quantity,docs/canonical/review-protocol.md; docs/canonical/appendix-c-formalisation.md C.1,current,retained,"Four literature streams point to the same absence independently. Indykov et al. surveyed 206 papers and found a Safety score of zero for AT11 (rule-based models): despite Safety being one of the two most frequently cited quality attributes, no architectural tactic has been proven to have formal positive influence on it [5]. The Swiss Cheese Model by Shamsujjoha et al. covers 13 guardrail actions for content filtering, blocking and validation; none conditions advisory scope on dynamic environmental risk [6]. The adaptive architectures studied, Flehmig et al. [7], Kang [22], and Ghaleb et al. [24], apply their intermediate tiers to human audit escalation or execution deferral, not to what the AI may say. Behavioural frameworks like Sahoo's [23] throttle the execution space of acting agents, not the recommendation menus presented to human decision-makers.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
129,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,152,5,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"Four literature streams point to the same absence independently. Indykov et al. surveyed 206 papers and found a Safety score of zero for AT11 (rule-based models): despite Safety being one of the two most frequently cited quality attributes, no architectural tactic has been proven to have formal positive influence on it [5]. The Swiss Cheese Model by Shamsujjoha et al. covers 13 guardrail actions for content filtering, blocking and validation; none conditions advisory scope on dynamic environmental risk [6]. The adaptive architectures studied, Flehmig et al. [7], Kang [22], and Ghaleb et al. [24], apply their intermediate tiers to human audit escalation or execution deferral, not to what the AI may say. Behavioural frameworks like Sahoo's [23] throttle the execution space of acting agents, not the recommendation menus presented to human decision-makers.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
130,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,152,13,figure/table value,Literature sample/coding or reported literature quantity,docs/canonical/review-protocol.md; docs/canonical/appendix-c-formalisation.md C.1,current,retained,"Four literature streams point to the same absence independently. Indykov et al. surveyed 206 papers and found a Safety score of zero for AT11 (rule-based models): despite Safety being one of the two most frequently cited quality attributes, no architectural tactic has been proven to have formal positive influence on it [5]. The Swiss Cheese Model by Shamsujjoha et al. covers 13 guardrail actions for content filtering, blocking and validation; none conditions advisory scope on dynamic environmental risk [6]. The adaptive architectures studied, Flehmig et al. [7], Kang [22], and Ghaleb et al. [24], apply their intermediate tiers to human audit escalation or execution deferral, not to what the AI may say. Behavioural frameworks like Sahoo's [23] throttle the execution space of acting agents, not the recommendation menus presented to human decision-makers.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
131,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,152,6,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"Four literature streams point to the same absence independently. Indykov et al. surveyed 206 papers and found a Safety score of zero for AT11 (rule-based models): despite Safety being one of the two most frequently cited quality attributes, no architectural tactic has been proven to have formal positive influence on it [5]. The Swiss Cheese Model by Shamsujjoha et al. covers 13 guardrail actions for content filtering, blocking and validation; none conditions advisory scope on dynamic environmental risk [6]. The adaptive architectures studied, Flehmig et al. [7], Kang [22], and Ghaleb et al. [24], apply their intermediate tiers to human audit escalation or execution deferral, not to what the AI may say. Behavioural frameworks like Sahoo's [23] throttle the execution space of acting agents, not the recommendation menus presented to human decision-makers.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
132,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,152,7,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"Four literature streams point to the same absence independently. Indykov et al. surveyed 206 papers and found a Safety score of zero for AT11 (rule-based models): despite Safety being one of the two most frequently cited quality attributes, no architectural tactic has been proven to have formal positive influence on it [5]. The Swiss Cheese Model by Shamsujjoha et al. covers 13 guardrail actions for content filtering, blocking and validation; none conditions advisory scope on dynamic environmental risk [6]. The adaptive architectures studied, Flehmig et al. [7], Kang [22], and Ghaleb et al. [24], apply their intermediate tiers to human audit escalation or execution deferral, not to what the AI may say. Behavioural frameworks like Sahoo's [23] throttle the execution space of acting agents, not the recommendation menus presented to human decision-makers.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
133,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,152,22,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"Four literature streams point to the same absence independently. Indykov et al. surveyed 206 papers and found a Safety score of zero for AT11 (rule-based models): despite Safety being one of the two most frequently cited quality attributes, no architectural tactic has been proven to have formal positive influence on it [5]. The Swiss Cheese Model by Shamsujjoha et al. covers 13 guardrail actions for content filtering, blocking and validation; none conditions advisory scope on dynamic environmental risk [6]. The adaptive architectures studied, Flehmig et al. [7], Kang [22], and Ghaleb et al. [24], apply their intermediate tiers to human audit escalation or execution deferral, not to what the AI may say. Behavioural frameworks like Sahoo's [23] throttle the execution space of acting agents, not the recommendation menus presented to human decision-makers.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
134,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,152,24,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"Four literature streams point to the same absence independently. Indykov et al. surveyed 206 papers and found a Safety score of zero for AT11 (rule-based models): despite Safety being one of the two most frequently cited quality attributes, no architectural tactic has been proven to have formal positive influence on it [5]. The Swiss Cheese Model by Shamsujjoha et al. covers 13 guardrail actions for content filtering, blocking and validation; none conditions advisory scope on dynamic environmental risk [6]. The adaptive architectures studied, Flehmig et al. [7], Kang [22], and Ghaleb et al. [24], apply their intermediate tiers to human audit escalation or execution deferral, not to what the AI may say. Behavioural frameworks like Sahoo's [23] throttle the execution space of acting agents, not the recommendation menus presented to human decision-makers.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
135,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,152,23,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"Four literature streams point to the same absence independently. Indykov et al. surveyed 206 papers and found a Safety score of zero for AT11 (rule-based models): despite Safety being one of the two most frequently cited quality attributes, no architectural tactic has been proven to have formal positive influence on it [5]. The Swiss Cheese Model by Shamsujjoha et al. covers 13 guardrail actions for content filtering, blocking and validation; none conditions advisory scope on dynamic environmental risk [6]. The adaptive architectures studied, Flehmig et al. [7], Kang [22], and Ghaleb et al. [24], apply their intermediate tiers to human audit escalation or execution deferral, not to what the AI may say. Behavioural frameworks like Sahoo's [23] throttle the execution space of acting agents, not the recommendation menus presented to human decision-makers.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
136,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,154,13,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"What differs across every reviewed framework is not just the governance target but the conditioning variable. Baxi on AI robustness [13]; Flehmig et al. on AI degradation [7]; Kang on task regulatory impact [22]; Sahoo on control quality [23]; Ghaleb et al. on epistemic uncertainty [24]. In each case, the trigger is internal to the AI system. The proposed architecture departs from this: it conditions on an independently classified environmental safety state *S* = *f*(*E*), computed outside the AI component. The comparison is summarised in TABLE II.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
137,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,154,7,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"What differs across every reviewed framework is not just the governance target but the conditioning variable. Baxi on AI robustness [13]; Flehmig et al. on AI degradation [7]; Kang on task regulatory impact [22]; Sahoo on control quality [23]; Ghaleb et al. on epistemic uncertainty [24]. In each case, the trigger is internal to the AI system. The proposed architecture departs from this: it conditions on an independently classified environmental safety state *S* = *f*(*E*), computed outside the AI component. The comparison is summarised in TABLE II.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
138,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,154,22,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"What differs across every reviewed framework is not just the governance target but the conditioning variable. Baxi on AI robustness [13]; Flehmig et al. on AI degradation [7]; Kang on task regulatory impact [22]; Sahoo on control quality [23]; Ghaleb et al. on epistemic uncertainty [24]. In each case, the trigger is internal to the AI system. The proposed architecture departs from this: it conditions on an independently classified environmental safety state *S* = *f*(*E*), computed outside the AI component. The comparison is summarised in TABLE II.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
139,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,154,23,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"What differs across every reviewed framework is not just the governance target but the conditioning variable. Baxi on AI robustness [13]; Flehmig et al. on AI degradation [7]; Kang on task regulatory impact [22]; Sahoo on control quality [23]; Ghaleb et al. on epistemic uncertainty [24]. In each case, the trigger is internal to the AI system. The proposed architecture departs from this: it conditions on an independently classified environmental safety state *S* = *f*(*E*), computed outside the AI component. The comparison is summarised in TABLE II.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
140,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,Synthesis: Cross-Paradigm Comparison and the Research Gap,154,24,citation/year,"citation identifier, bibliographic metadata or date",Manuscript reference list / local citation-notes-map; not a governance result,current,retained,"What differs across every reviewed framework is not just the governance target but the conditioning variable. Baxi on AI robustness [13]; Flehmig et al. on AI degradation [7]; Kang on task regulatory impact [22]; Sahoo on control quality [23]; Ghaleb et al. on epistemic uncertainty [24]. In each case, the trigger is internal to the AI system. The proposed architecture departs from this: it conditions on an independently classified environmental safety state *S* = *f*(*E*), computed outside the AI component. The comparison is summarised in TABLE II.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
141,publications/active/ipsci-2026/submissions/v3-revision/manuscript-v3.md,The Mechanistic Basis for External Governance,158,34,citation/year,"citation identifier, bibliographic metadata or date",Existing mechanistic sources [25]–[27]; scope correction,stale,changed,"The proposed architecture uses a Symbolic AI Reasoning Engine [34]. The mechanistic evidence below applies more broadly and it establishes that no AI component, irrespective of the technique used, can reliably self-restrict as conditions deteriorate. Three points from the LLM systems literature make the case. LLM inference runs through fixed prefill and decode stages, and the batching, scheduling, and kernel selection are driven by token counts and hardware utilisation, not by the semantic content of the input, leaving no hook in the pipeline at which advisory scope could vary with environmental state [25]. Probing studies show that reasoning breadth is a property of the decoding procedure rather than of what the input contains; externally injected randomness scatters reasoning but cannot produce systematically conservative output under worsening conditions [26]. LLM confidence judgements are poorly calibrated, biased towards overconfidence, and fail to improve with experience, which means a safety-critical system cannot treat the AI's self-reported uncertainty as a reliable risk signal [27]. All three limitations point in the same direction: governance cannot be delegated to the AI component.",Original queue location retained. Exact before/after text is in edit-log.json; category is not an empirical validation claim.
