timestamp_myt,date,hour,tide_height_m
2020-10-31T20:20,2020-10-31,20,0.189
2020-10-31T21:20,2020-10-31,21,0.358
2020-10-31T22:20,2020-10-31,22,0.455
2020-10-31T23:20,2020-10-31,23,0.43
2020-11-01T00:20,2020-11-01,0,0.31
2020-11-01T01:20,2020-11-01,1,0.133
2020-11-01T02:20,2020-11-01,2,-0.079
2020-11-01T03:20,2020-11-01,3,-0.288
2020-11-01T04:20,2020-11-01,4,-0.434
2020-11-01T05:20,2020-11-01,5,-0.487
2020-11-01T06:20,2020-11-01,6,-0.468
2020-11-01T07:20,2020-11-01,7,-0.393
2020-11-01T08:20,2020-11-01,8,-0.251
2020-11-01T09:20,2020-11-01,9,-0.054
2020-11-01T10:20,2020-11-01,10,0.121
2020-11-01T11:20,2020-11-01,11,0.202
2020-11-01T12:20,2020-11-01,12,0.193
2020-11-01T13:20,2020-11-01,13,0.134
2020-11-01T14:20,2020-11-01,14,0.05
2020-11-01T15:20,2020-11-01,15,-0.044
2020-11-01T16:20,2020-11-01,16,-0.104
2020-11-01T17:20,2020-11-01,17,-0.09
2020-11-01T18:20,2020-11-01,18,-0.011
2020-11-01T19:20,2020-11-01,19,0.097
2020-11-01T20:20,2020-11-01,20,0.231
2020-11-01T21:20,2020-11-01,21,0.388
2020-11-01T22:20,2020-11-01,22,0.515
2020-11-01T23:20,2020-11-01,23,0.532
2020-11-02T00:20,2020-11-02,0,0.423
2020-11-02T01:20,2020-11-02,1,0.234
2020-11-02T02:20,2020-11-02,2,0.011
2020-11-02T03:20,2020-11-02,3,-0.224
2020-11-02T04:20,2020-11-02,4,-0.436
2020-11-02T05:20,2020-11-02,5,-0.566
2020-11-02T06:20,2020-11-02,6,-0.594
2020-11-02T07:20,2020-11-02,7,-0.545
2020-11-02T08:20,2020-11-02,8,-0.436
2020-11-02T09:20,2020-11-02,9,-0.265
2020-11-02T10:20,2020-11-02,10,-0.065
2020-11-02T11:20,2020-11-02,11,0.086
2020-11-02T12:20,2020-11-02,12,0.138
2020-11-02T13:20,2020-11-02,13,0.118
2020-11-02T14:20,2020-11-02,14,0.074
2020-11-02T15:20,2020-11-02,15,0.022
2020-11-02T16:20,2020-11-02,16,-0.028
2020-11-02T17:20,2020-11-02,17,-0.037
2020-11-02T18:20,2020-11-02,18,0.027
2020-11-02T19:20,2020-11-02,19,0.144
2020-11-02T20:20,2020-11-02,20,0.278
2020-11-02T21:20,2020-11-02,21,0.418
2020-11-02T22:20,2020-11-02,22,0.549
2020-11-02T23:20,2020-11-02,23,0.611
2020-11-03T00:20,2020-11-03,0,0.544
2020-11-03T01:20,2020-11-03,1,0.36
2020-11-03T02:20,2020-11-03,2,0.125
2020-11-03T03:20,2020-11-03,3,-0.119
2020-11-03T04:20,2020-11-03,4,-0.36
2020-11-03T05:20,2020-11-03,5,-0.56
2020-11-03T06:20,2020-11-03,6,-0.666
2020-11-03T07:20,2020-11-03,7,-0.663
2020-11-03T08:20,2020-11-03,8,-0.583
2020-11-03T09:20,2020-11-03,9,-0.448
2020-11-03T10:20,2020-11-03,10,-0.267
2020-11-03T11:20,2020-11-03,11,-0.081
2020-11-03T12:20,2020-11-03,12,0.037
2020-11-03T13:20,2020-11-03,13,0.065
2020-11-03T14:20,2020-11-03,14,0.049
2020-11-03T15:20,2020-11-03,15,0.033
2020-11-03T16:20,2020-11-03,16,0.02
2020-11-03T17:20,2020-11-03,17,0.013
2020-11-03T18:20,2020-11-03,18,0.05
2020-11-03T19:20,2020-11-03,19,0.155
2020-11-03T20:20,2020-11-03,20,0.299
2020-11-03T21:20,2020-11-03,21,0.442
2020-11-03T22:20,2020-11-03,22,0.566
2020-11-03T23:20,2020-11-03,23,0.651
2020-11-04T00:20,2020-11-04,0,0.64
2020-11-04T01:20,2020-11-04,1,0.497
2020-11-04T02:20,2020-11-04,2,0.264
2020-11-04T03:20,2020-11-04,3,0.009
2020-11-04T04:20,2020-11-04,4,-0.237
2020-11-04T05:20,2020-11-04,5,-0.469
2020-11-04T06:20,2020-11-04,6,-0.649
2020-11-04T07:20,2020-11-04,7,-0.724
2020-11-04T08:20,2020-11-04,8,-0.692
2020-11-04T09:20,2020-11-04,9,-0.589
2020-11-04T10:20,2020-11-04,10,-0.443
2020-11-04T11:20,2020-11-04,11,-0.268
2020-11-04T12:20,2020-11-04,12,-0.11
2020-11-04T13:20,2020-11-04,13,-0.023
2020-11-04T14:20,2020-11-04,14,-0.006
2020-11-04T15:20,2020-11-04,15,-0.002
2020-11-04T16:20,2020-11-04,16,0.02
2020-11-04T17:20,2020-11-04,17,0.045
2020-11-04T18:20,2020-11-04,18,0.075
2020-11-04T19:20,2020-11-04,19,0.148
2020-11-04T20:20,2020-11-04,20,0.281
2020-11-04T21:20,2020-11-04,21,0.437
2020-11-04T22:20,2020-11-04,22,0.569
2020-11-04T23:20,2020-11-04,23,0.662
2020-11-05T00:20,2020-11-05,0,0.69
2020-11-05T01:20,2020-11-05,1,0.61
2020-11-05T02:20,2020-11-05,2,0.413
2020-11-05T03:20,2020-11-05,3,0.158
2020-11-05T04:20,2020-11-05,4,-0.093
2020-11-05T05:20,2020-11-05,5,-0.326
2020-11-05T06:20,2020-11-05,6,-0.542
2020-11-05T07:20,2020-11-05,7,-0.699
2020-11-05T08:20,2020-11-05,8,-0.747
2020-11-05T09:20,2020-11-05,9,-0.692
2020-11-05T10:20,2020-11-05,10,-0.579
2020-11-05T11:20,2020-11-05,11,-0.436
2020-11-05T12:20,2020-11-05,12,-0.279
2020-11-05T13:20,2020-11-05,13,-0.149
2020-11-05T14:20,2020-11-05,14,-0.083
2020-11-05T15:20,2020-11-05,15,-0.059
2020-11-05T16:20,2020-11-05,16,-0.022
2020-11-05T17:20,2020-11-05,17,0.038
2020-11-05T18:20,2020-11-05,18,0.095
2020-11-05T19:20,2020-11-05,19,0.15
2020-11-05T20:20,2020-11-05,20,0.247
2020-11-05T21:20,2020-11-05,21,0.392
2020-11-05T22:20,2020-11-05,22,0.542
2020-11-05T23:20,2020-11-05,23,0.65
2020-11-06T00:20,2020-11-06,0,0.7
2020-11-06T01:20,2020-11-06,1,0.675
2020-11-06T02:20,2020-11-06,2,0.543
2020-11-06T03:20,2020-11-06,3,0.319
2020-11-06T04:20,2020-11-06,4,0.067
2020-11-06T05:20,2020-11-06,5,-0.164
2020-11-06T06:20,2020-11-06,6,-0.38
2020-11-06T07:20,2020-11-06,7,-0.581
2020-11-06T08:20,2020-11-06,8,-0.718
2020-11-06T09:20,2020-11-06,9,-0.746
2020-11-06T10:20,2020-11-06,10,-0.679
2020-11-06T11:20,2020-11-06,11,-0.567
2020-11-06T12:20,2020-11-06,12,-0.436
2020-11-06T13:20,2020-11-06,13,-0.299
2020-11-06T14:20,2020-11-06,14,-0.19
2020-11-06T15:20,2020-11-06,15,-0.128
2020-11-06T16:20,2020-11-06,16,-0.081
2020-11-06T17:20,2020-11-06,17,-0.006
2020-11-06T18:20,2020-11-06,18,0.086
2020-11-06T19:20,2020-11-06,19,0.159
2020-11-06T20:20,2020-11-06,20,0.226
2020-11-06T21:20,2020-11-06,21,0.331
2020-11-06T22:20,2020-11-06,22,0.474
2020-11-06T23:20,2020-11-06,23,0.604
2020-11-07T00:20,2020-11-07,0,0.679
2020-11-07T01:20,2020-11-07,1,0.69
2020-11-07T02:20,2020-11-07,2,0.623
2020-11-07T03:20,2020-11-07,3,0.464
2020-11-07T04:20,2020-11-07,4,0.238
2020-11-07T05:20,2020-11-07,5,0.008
2020-11-07T06:20,2020-11-07,6,-0.199
2020-11-07T07:20,2020-11-07,7,-0.401
2020-11-07T08:20,2020-11-07,8,-0.593
2020-11-07T09:20,2020-11-07,9,-0.719
2020-11-07T10:20,2020-11-07,10,-0.734
2020-11-07T11:20,2020-11-07,11,-0.666
2020-11-07T12:20,2020-11-07,12,-0.563
2020-11-07T13:20,2020-11-07,13,-0.445
2020-11-07T14:20,2020-11-07,14,-0.321
2020-11-07T15:20,2020-11-07,15,-0.217
2020-11-07T16:20,2020-11-07,16,-0.142
2020-11-07T17:20,2020-11-07,17,-0.064
2020-11-07T18:20,2020-11-07,18,0.044
2020-11-07T19:20,2020-11-07,19,0.151
2020-11-07T20:20,2020-11-07,20,0.225
2020-11-07T21:20,2020-11-07,21,0.287
2020-11-07T22:20,2020-11-07,22,0.386
2020-11-07T23:20,2020-11-07,23,0.514
2020-11-08T00:20,2020-11-08,0,0.617
2020-11-08T01:20,2020-11-08,1,0.66
2020-11-08T02:20,2020-11-08,2,0.642
2020-11-08T03:20,2020-11-08,3,0.556
2020-11-08T04:20,2020-11-08,4,0.395
2020-11-08T05:20,2020-11-08,5,0.188
2020-11-08T06:20,2020-11-08,6,-0.013
2020-11-08T07:20,2020-11-08,7,-0.2
2020-11-08T08:20,2020-11-08,8,-0.398
2020-11-08T09:20,2020-11-08,9,-0.59
2020-11-08T10:20,2020-11-08,10,-0.709
2020-11-08T11:20,2020-11-08,11,-0.719
2020-11-08T12:20,2020-11-08,12,-0.655
2020-11-08T13:20,2020-11-08,13,-0.562
2020-11-08T14:20,2020-11-08,14,-0.45
2020-11-08T15:20,2020-11-08,15,-0.325
2020-11-08T16:20,2020-11-08,16,-0.211
2020-11-08T17:20,2020-11-08,17,-0.113
2020-11-08T18:20,2020-11-08,18,-0.006
2020-11-08T19:20,2020-11-08,19,0.118
2020-11-08T20:20,2020-11-08,20,0.218
2020-11-08T21:20,2020-11-08,21,0.27
2020-11-08T22:20,2020-11-08,22,0.313
2020-11-08T23:20,2020-11-08,23,0.396
2020-11-09T00:20,2020-11-09,0,0.502
2020-11-09T01:20,2020-11-09,1,0.577
2020-11-09T02:20,2020-11-09,2,0.597
2020-11-09T03:20,2020-11-09,3,0.571
2020-11-09T04:20,2020-11-09,4,0.491
2020-11-09T05:20,2020-11-09,5,0.35
2020-11-09T06:20,2020-11-09,6,0.175
2020-11-09T07:20,2020-11-09,7,0.002
2020-11-09T08:20,2020-11-09,8,-0.176
2020-11-09T09:20,2020-11-09,9,-0.38
2020-11-09T10:20,2020-11-09,10,-0.575
2020-11-09T11:20,2020-11-09,11,-0.69
2020-11-09T12:20,2020-11-09,12,-0.696
2020-11-09T13:20,2020-11-09,13,-0.636
2020-11-09T14:20,2020-11-09,14,-0.547
2020-11-09T15:20,2020-11-09,15,-0.43
2020-11-09T16:20,2020-11-09,16,-0.29
2020-11-09T17:20,2020-11-09,17,-0.155
2020-11-09T18:20,2020-11-09,18,-0.036
2020-11-09T19:20,2020-11-09,19,0.084
2020-11-09T20:20,2020-11-09,20,0.196
2020-11-09T21:20,2020-11-09,21,0.262
2020-11-09T22:20,2020-11-09,22,0.274
2020-11-09T23:20,2020-11-09,23,0.288
2020-11-10T00:20,2020-11-10,0,0.347
2020-11-10T01:20,2020-11-10,1,0.428
2020-11-10T02:20,2020-11-10,2,0.481
2020-11-10T03:20,2020-11-10,3,0.496
2020-11-10T04:20,2020-11-10,4,0.486
2020-11-10T05:20,2020-11-10,5,0.436
2020-11-10T06:20,2020-11-10,6,0.332
2020-11-10T07:20,2020-11-10,7,0.192
2020-11-10T08:20,2020-11-10,8,0.039
2020-11-10T09:20,2020-11-10,9,-0.14
2020-11-10T10:20,2020-11-10,10,-0.352
2020-11-10T11:20,2020-11-10,11,-0.548
2020-11-10T12:20,2020-11-10,12,-0.653
2020-11-10T13:20,2020-11-10,13,-0.653
2020-11-10T14:20,2020-11-10,14,-0.592
2020-11-10T15:20,2020-11-10,15,-0.497
2020-11-10T16:20,2020-11-10,16,-0.361
2020-11-10T17:20,2020-11-10,17,-0.197
2020-11-10T18:20,2020-11-10,18,-0.043
2020-11-10T19:20,2020-11-10,19,0.082
2020-11-10T20:20,2020-11-10,20,0.185
2020-11-10T21:20,2020-11-10,21,0.254
2020-11-10T22:20,2020-11-10,22,0.261
2020-11-10T23:20,2020-11-10,23,0.22
2020-11-11T00:20,2020-11-11,0,0.198
2020-11-11T01:20,2020-11-11,1,0.232
2020-11-11T02:20,2020-11-11,2,0.29
2020-11-11T03:20,2020-11-11,3,0.333
2020-11-11T04:20,2020-11-11,4,0.365
2020-11-11T05:20,2020-11-11,5,0.394
2020-11-11T06:20,2020-11-11,6,0.393
2020-11-11T07:20,2020-11-11,7,0.334
2020-11-11T08:20,2020-11-11,8,0.225
2020-11-11T09:20,2020-11-11,9,0.084
2020-11-11T10:20,2020-11-11,10,-0.099
2020-11-11T11:20,2020-11-11,11,-0.315
2020-11-11T12:20,2020-11-11,12,-0.499
2020-11-11T13:20,2020-11-11,13,-0.586
2020-11-11T14:20,2020-11-11,14,-0.573
2020-11-11T15:20,2020-11-11,15,-0.504
2020-11-11T16:20,2020-11-11,16,-0.392
2020-11-11T17:20,2020-11-11,17,-0.23
2020-11-11T18:20,2020-11-11,18,-0.042
2020-11-11T19:20,2020-11-11,19,0.116
2020-11-11T20:20,2020-11-11,20,0.219
2020-11-11T21:20,2020-11-11,21,0.271
2020-11-11T22:20,2020-11-11,22,0.269
2020-11-11T23:20,2020-11-11,23,0.2
2020-11-12T00:20,2020-11-12,0,0.101
2020-11-12T01:20,2020-11-12,1,0.042
2020-11-12T02:20,2020-11-12,2,0.051
2020-11-12T03:20,2020-11-12,3,0.092
2020-11-12T04:20,2020-11-12,4,0.142
2020-11-12T05:20,2020-11-12,5,0.212
2020-11-12T06:20,2020-11-12,6,0.299
2020-11-12T07:20,2020-11-12,7,0.356
2020-11-12T08:20,2020-11-12,8,0.339
2020-11-12T09:20,2020-11-12,9,0.256
2020-11-12T10:20,2020-11-12,10,0.123
2020-11-12T11:20,2020-11-12,11,-0.058
2020-11-12T12:20,2020-11-12,12,-0.263
2020-11-12T13:20,2020-11-12,13,-0.421
2020-11-12T14:20,2020-11-12,14,-0.479
2020-11-12T15:20,2020-11-12,15,-0.447
2020-11-12T16:20,2020-11-12,16,-0.362
2020-11-12T17:20,2020-11-12,17,-0.226
2020-11-12T18:20,2020-11-12,18,-0.035
2020-11-12T19:20,2020-11-12,19,0.164
2020-11-12T20:20,2020-11-12,20,0.299
2020-11-12T21:20,2020-11-12,21,0.347
2020-11-12T22:20,2020-11-12,22,0.32
2020-11-12T23:20,2020-11-12,23,0.228
2020-11-13T00:20,2020-11-13,0,0.078
2020-11-13T01:20,2020-11-13,1,-0.077
2020-11-13T02:20,2020-11-13,2,-0.169
2020-11-13T03:20,2020-11-13,3,-0.181
2020-11-13T04:20,2020-11-13,4,-0.146
2020-11-13T05:20,2020-11-13,5,-0.073
2020-11-13T06:20,2020-11-13,6,0.051
2020-11-13T07:20,2020-11-13,7,0.204
2020-11-13T08:20,2020-11-13,8,0.314
2020-11-13T09:20,2020-11-13,9,0.332
2020-11-13T10:20,2020-11-13,10,0.268
2020-11-13T11:20,2020-11-13,11,0.148
2020-11-13T12:20,2020-11-13,12,-0.018
2020-11-13T13:20,2020-11-13,13,-0.193
2020-11-13T14:20,2020-11-13,14,-0.311
2020-11-13T15:20,2020-11-13,15,-0.332
2020-11-13T16:20,2020-11-13,16,-0.275
2020-11-13T17:20,2020-11-13,17,-0.169
2020-11-13T18:20,2020-11-13,18,-0.006
2020-11-13T19:20,2020-11-13,19,0.204
2020-11-13T20:20,2020-11-13,20,0.39
2020-11-13T21:20,2020-11-13,21,0.474
2020-11-13T22:20,2020-11-13,22,0.439
2020-11-13T23:20,2020-11-13,23,0.318
2020-11-14T00:20,2020-11-14,0,0.133
2020-11-14T01:20,2020-11-14,1,-0.09
2020-11-14T02:20,2020-11-14,2,-0.291
2020-11-14T03:20,2020-11-14,3,-0.409
2020-11-14T04:20,2020-11-14,4,-0.435
2020-11-14T05:20,2020-11-14,5,-0.395
2020-11-14T06:20,2020-11-14,6,-0.287
2020-11-14T07:20,2020-11-14,7,-0.102
2020-11-14T08:20,2020-11-14,8,0.11
2020-11-14T09:20,2020-11-14,9,0.26
2020-11-14T10:20,2020-11-14,10,0.301
2020-11-14T11:20,2020-11-14,11,0.255
2020-11-14T12:20,2020-11-14,12,0.156
2020-11-14T13:20,2020-11-14,13,0.023
2020-11-14T14:20,2020-11-14,14,-0.107
2020-11-14T15:20,2020-11-14,15,-0.175
2020-11-14T16:20,2020-11-14,16,-0.156
2020-11-14T17:20,2020-11-14,17,-0.072
2020-11-14T18:20,2020-11-14,18,0.059
2020-11-14T19:20,2020-11-14,19,0.243
2020-11-14T20:20,2020-11-14,20,0.454
2020-11-14T21:20,2020-11-14,21,0.6
2020-11-14T22:20,2020-11-14,22,0.608
2020-11-14T23:20,2020-11-14,23,0.48
2020-11-15T00:20,2020-11-15,0,0.266
2020-11-15T01:20,2020-11-15,1,0.003
2020-11-15T02:20,2020-11-15,2,-0.276
2020-11-15T03:20,2020-11-15,3,-0.51
2020-11-15T04:20,2020-11-15,4,-0.644
2020-11-15T05:20,2020-11-15,5,-0.675
2020-11-15T06:20,2020-11-15,6,-0.62
2020-11-15T07:20,2020-11-15,7,-0.471
2020-11-15T08:20,2020-11-15,8,-0.235
2020-11-15T09:20,2020-11-15,9,0.018
2020-11-15T10:20,2020-11-15,10,0.188
2020-11-15T11:20,2020-11-15,11,0.241
2020-11-15T12:20,2020-11-15,12,0.216
2020-11-15T13:20,2020-11-15,13,0.151
2020-11-15T14:20,2020-11-15,14,0.063
2020-11-15T15:20,2020-11-15,15,-0.013
2020-11-15T16:20,2020-11-15,16,-0.029
2020-11-15T17:20,2020-11-15,17,0.031
2020-11-15T18:20,2020-11-15,18,0.142
2020-11-15T19:20,2020-11-15,19,0.293
2020-11-15T20:20,2020-11-15,20,0.486
2020-11-15T21:20,2020-11-15,21,0.675
2020-11-15T22:20,2020-11-15,22,0.76
2020-11-15T23:20,2020-11-15,23,0.681
2020-11-16T00:20,2020-11-16,0,0.467
2020-11-16T01:20,2020-11-16,1,0.182
2020-11-16T02:20,2020-11-16,2,-0.135
2020-11-16T03:20,2020-11-16,3,-0.449
2020-11-16T04:20,2020-11-16,4,-0.699
2020-11-16T05:20,2020-11-16,5,-0.837
2020-11-16T06:20,2020-11-16,6,-0.863
2020-11-16T07:20,2020-11-16,7,-0.788
2020-11-16T08:20,2020-11-16,8,-0.606
2020-11-16T09:20,2020-11-16,9,-0.337
2020-11-16T10:20,2020-11-16,10,-0.07
2020-11-16T11:20,2020-11-16,11,0.1
2020-11-16T12:20,2020-11-16,12,0.161
2020-11-16T13:20,2020-11-16,13,0.162
2020-11-16T14:20,2020-11-16,14,0.139
2020-11-16T15:20,2020-11-16,15,0.101
2020-11-16T16:20,2020-11-16,16,0.078
2020-11-16T17:20,2020-11-16,17,0.112
2020-11-16T18:20,2020-11-16,18,0.207
2020-11-16T19:20,2020-11-16,19,0.34
2020-11-16T20:20,2020-11-16,20,0.502
2020-11-16T21:20,2020-11-16,21,0.688
2020-11-16T22:20,2020-11-16,22,0.835
2020-11-16T23:20,2020-11-16,23,0.848
2020-11-17T00:20,2020-11-17,0,0.69
2020-11-17T01:20,2020-11-17,1,0.414
2020-11-17T02:20,2020-11-17,2,0.088
2020-11-17T03:20,2020-11-17,3,-0.255
2020-11-17T04:20,2020-11-17,4,-0.581
2020-11-17T05:20,2020-11-17,5,-0.829
2020-11-17T06:20,2020-11-17,6,-0.96
2020-11-17T07:20,2020-11-17,7,-0.974
2020-11-17T08:20,2020-11-17,8,-0.882
2020-11-17T09:20,2020-11-17,9,-0.681
2020-11-17T10:20,2020-11-17,10,-0.405
2020-11-17T11:20,2020-11-17,11,-0.151
2020-11-17T12:20,2020-11-17,12,0.006
2020-11-17T13:20,2020-11-17,13,0.072
2020-11-17T14:20,2020-11-17,14,0.104
2020-11-17T15:20,2020-11-17,15,0.124
2020-11-17T16:20,2020-11-17,16,0.133
2020-11-17T17:20,2020-11-17,17,0.157
2020-11-17T18:20,2020-11-17,18,0.231
2020-11-17T19:20,2020-11-17,19,0.353
2020-11-17T20:20,2020-11-17,20,0.498
2020-11-17T21:20,2020-11-17,21,0.658
2020-11-17T22:20,2020-11-17,22,0.819
2020-11-17T23:20,2020-11-17,23,0.913
2020-11-18T00:20,2020-11-18,0,0.858
2020-11-18T01:20,2020-11-18,1,0.644
2020-11-18T02:20,2020-11-18,2,0.339
2020-11-18T03:20,2020-11-18,3,0.005
2020-11-18T04:20,2020-11-18,4,-0.337
2020-11-18T05:20,2020-11-18,5,-0.653
2020-11-18T06:20,2020-11-18,6,-0.886
2020-11-18T07:20,2020-11-18,7,-1.0
2020-11-18T08:20,2020-11-18,8,-1.001
2020-11-18T09:20,2020-11-18,9,-0.901
2020-11-18T10:20,2020-11-18,10,-0.7
2020-11-18T11:20,2020-11-18,11,-0.442
2020-11-18T12:20,2020-11-18,12,-0.218
2020-11-18T13:20,2020-11-18,13,-0.082
2020-11-18T14:20,2020-11-18,14,-0.007
2020-11-18T15:20,2020-11-18,15,0.056
2020-11-18T16:20,2020-11-18,16,0.113
2020-11-18T17:20,2020-11-18,17,0.158
2020-11-18T18:20,2020-11-18,18,0.216
2020-11-18T19:20,2020-11-18,19,0.318
2020-11-18T20:20,2020-11-18,20,0.455
2020-11-18T21:20,2020-11-18,21,0.599
2020-11-18T22:20,2020-11-18,22,0.743
2020-11-18T23:20,2020-11-18,23,0.868
2020-11-19T00:20,2020-11-19,0,0.908
2020-11-19T01:20,2020-11-19,1,0.801
2020-11-19T02:20,2020-11-19,2,0.562
2020-11-19T03:20,2020-11-19,3,0.262
2020-11-19T04:20,2020-11-19,4,-0.053
2020-11-19T05:20,2020-11-19,5,-0.373
2020-11-19T06:20,2020-11-19,6,-0.666
2020-11-19T07:20,2020-11-19,7,-0.872
2020-11-19T08:20,2020-11-19,8,-0.965
2020-11-19T09:20,2020-11-19,9,-0.957
2020-11-19T10:20,2020-11-19,10,-0.859
2020-11-19T11:20,2020-11-19,11,-0.676
2020-11-19T12:20,2020-11-19,12,-0.452
2020-11-19T13:20,2020-11-19,13,-0.266
2020-11-19T14:20,2020-11-19,14,-0.148
2020-11-19T15:20,2020-11-19,15,-0.061
2020-11-19T16:20,2020-11-19,16,0.029
2020-11-19T17:20,2020-11-19,17,0.112
2020-11-19T18:20,2020-11-19,18,0.178
2020-11-19T19:20,2020-11-19,19,0.254
2020-11-19T20:20,2020-11-19,20,0.369
2020-11-19T21:20,2020-11-19,21,0.507
2020-11-19T22:20,2020-11-19,22,0.638
2020-11-19T23:20,2020-11-19,23,0.754
2020-11-20T00:20,2020-11-20,0,0.838
2020-11-20T01:20,2020-11-20,1,0.833
2020-11-20T02:20,2020-11-20,2,0.697
2020-11-20T03:20,2020-11-20,3,0.463
2020-11-20T04:20,2020-11-20,4,0.195
2020-11-20T05:20,2020-11-20,5,-0.083
2020-11-20T06:20,2020-11-20,6,-0.37
2020-11-20T07:20,2020-11-20,7,-0.631
2020-11-20T08:20,2020-11-20,8,-0.807
2020-11-20T09:20,2020-11-20,9,-0.878
2020-11-20T10:20,2020-11-20,10,-0.865
2020-11-20T11:20,2020-11-20,11,-0.779
2020-11-20T12:20,2020-11-20,12,-0.623
2020-11-20T13:20,2020-11-20,13,-0.439
2020-11-20T14:20,2020-11-20,14,-0.286
2020-11-20T15:20,2020-11-20,15,-0.179
2020-11-20T16:20,2020-11-20,16,-0.078
2020-11-20T17:20,2020-11-20,17,0.032
2020-11-20T18:20,2020-11-20,18,0.125
2020-11-20T19:20,2020-11-20,19,0.193
2020-11-20T20:20,2020-11-20,20,0.272
2020-11-20T21:20,2020-11-20,21,0.386
2020-11-20T22:20,2020-11-20,22,0.51
2020-11-20T23:20,2020-11-20,23,0.615
2020-11-21T00:20,2020-11-21,0,0.698
2020-11-21T01:20,2020-11-21,1,0.745
2020-11-21T02:20,2020-11-21,2,0.709
2020-11-21T03:20,2020-11-21,3,0.57
2020-11-21T04:20,2020-11-21,4,0.366
2020-11-21T05:20,2020-11-21,5,0.144
2020-11-21T06:20,2020-11-21,6,-0.091
2020-11-21T07:20,2020-11-21,7,-0.343
2020-11-21T08:20,2020-11-21,8,-0.57
2020-11-21T09:20,2020-11-21,9,-0.714
2020-11-21T10:20,2020-11-21,10,-0.766
2020-11-21T11:20,2020-11-21,11,-0.752
2020-11-21T12:20,2020-11-21,12,-0.682
2020-11-21T13:20,2020-11-21,13,-0.554
2020-11-21T14:20,2020-11-21,14,-0.402
2020-11-21T15:20,2020-11-21,15,-0.272
2020-11-21T16:20,2020-11-21,16,-0.166
2020-11-21T17:20,2020-11-21,17,-0.052
2020-11-21T18:20,2020-11-21,18,0.065
2020-11-21T19:20,2020-11-21,19,0.15
2020-11-21T20:20,2020-11-21,20,0.203
2020-11-21T21:20,2020-11-21,21,0.27
2020-11-21T22:20,2020-11-21,22,0.368
2020-11-21T23:20,2020-11-21,23,0.468
2020-11-22T00:20,2020-11-22,0,0.541
2020-11-22T01:20,2020-11-22,1,0.59
2020-11-22T02:20,2020-11-22,2,0.609
2020-11-22T03:20,2020-11-22,3,0.563
2020-11-22T04:20,2020-11-22,4,0.441
2020-11-22T05:20,2020-11-22,5,0.28
2020-11-22T06:20,2020-11-22,6,0.109
2020-11-22T07:20,2020-11-22,7,-0.087
2020-11-22T08:20,2020-11-22,8,-0.308
2020-11-22T09:20,2020-11-22,9,-0.503
2020-11-22T10:20,2020-11-22,10,-0.617
2020-11-22T11:20,2020-11-22,11,-0.651
2020-11-22T12:20,2020-11-22,12,-0.638
2020-11-22T13:20,2020-11-22,13,-0.58
2020-11-22T14:20,2020-11-22,14,-0.471
2020-11-22T15:20,2020-11-22,15,-0.338
2020-11-22T16:20,2020-11-22,16,-0.217
2020-11-22T17:20,2020-11-22,17,-0.105
2020-11-22T18:20,2020-11-22,18,0.016
2020-11-22T19:20,2020-11-22,19,0.122
2020-11-22T20:20,2020-11-22,20,0.179
2020-11-22T21:20,2020-11-22,21,0.203
2020-11-22T22:20,2020-11-22,22,0.246
2020-11-22T23:20,2020-11-22,23,0.319
2020-11-23T00:20,2020-11-23,0,0.386
2020-11-23T01:20,2020-11-23,1,0.424
2020-11-23T02:20,2020-11-23,2,0.447
2020-11-23T03:20,2020-11-23,3,0.454
2020-11-23T04:20,2020-11-23,4,0.415
2020-11-23T05:20,2020-11-23,5,0.326
2020-11-23T06:20,2020-11-23,6,0.213
2020-11-23T07:20,2020-11-23,7,0.085
2020-11-23T08:20,2020-11-23,8,-0.082
2020-11-23T09:20,2020-11-23,9,-0.279
2020-11-23T10:20,2020-11-23,10,-0.443
2020-11-23T11:20,2020-11-23,11,-0.527
2020-11-23T12:20,2020-11-23,12,-0.545
2020-11-23T13:20,2020-11-23,13,-0.53
2020-11-23T14:20,2020-11-23,14,-0.476
2020-11-23T15:20,2020-11-23,15,-0.373
2020-11-23T16:20,2020-11-23,16,-0.243
2020-11-23T17:20,2020-11-23,17,-0.12
2020-11-23T18:20,2020-11-23,18,-0.003
2020-11-23T19:20,2020-11-23,19,0.11
2020-11-23T20:20,2020-11-23,20,0.186
2020-11-23T21:20,2020-11-23,21,0.198
2020-11-23T22:20,2020-11-23,22,0.182
2020-11-23T23:20,2020-11-23,23,0.195
2020-11-24T00:20,2020-11-24,0,0.237
2020-11-24T01:20,2020-11-24,1,0.269
2020-11-24T02:20,2020-11-24,2,0.278
2020-11-24T03:20,2020-11-24,3,0.289
2020-11-24T04:20,2020-11-24,4,0.3
2020-11-24T05:20,2020-11-24,5,0.285
2020-11-24T06:20,2020-11-24,6,0.235
2020-11-24T07:20,2020-11-24,7,0.165
2020-11-24T08:20,2020-11-24,8,0.067
2020-11-24T09:20,2020-11-24,9,-0.082
2020-11-24T10:20,2020-11-24,10,-0.258
2020-11-24T11:20,2020-11-24,11,-0.392
2020-11-24T12:20,2020-11-24,12,-0.445
2020-11-24T13:20,2020-11-24,13,-0.446
2020-11-24T14:20,2020-11-24,14,-0.424
